#Accession	ID	Type	Description	Class	subclass
RF01246	snR81	Gene;snRNA;snoRNA;HACA-box	Small nucleolar RNA snR81	snoRNA	HACA-box
RF01247	snR32	Gene;snRNA;snoRNA;HACA-box	Small nucleolar RNA snR32	snoRNA	HACA-box
RF01248	snR8	Gene;snRNA;snoRNA;HACA-box	Small nucleolar RNA snR8	snoRNA	HACA-box
RF01249	snR190	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA snR190	snoRNA	CD-box
RF01250	snR189	Gene;snRNA;snoRNA;HACA-box	Small nucleolar RNA snR189	snoRNA	HACA-box
RF01251	snR3	Gene;snRNA;snoRNA;HACA-box	Small nucleolar RNA snR3	snoRNA	HACA-box
RF01252	snR5	Gene;snRNA;snoRNA;HACA-box	Small nucleolar RNA snR5	snoRNA	HACA-box
RF01253	snR46	Gene;snRNA;snoRNA;HACA-box	Small nucleolar RNA snR46	snoRNA	HACA-box
RF01254	snR34	Gene;snRNA;snoRNA;HACA-box	Small nucleolar RNA snR34	snoRNA	HACA-box
RF01255	snR35	Gene;snRNA;snoRNA;HACA-box	Small nucleolar RNA snR35	snoRNA	HACA-box
RF01256	snR43	Gene;snRNA;snoRNA;HACA-box	Small nucleolar RNA snR43	snoRNA	HACA-box
RF01257	snR31	Gene;snRNA;snoRNA;HACA-box	Small nucleolar RNA snR31	snoRNA	HACA-box
RF01258	snR10	Gene;snRNA;snoRNA;HACA-box	Small nucleolar RNA snR10	snoRNA	HACA-box
RF01259	snR63	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA snR63	snoRNA	CD-box
RF01260	snR11	Gene;snRNA;snoRNA;HACA-box	Small nucleolar RNA snR11	snoRNA	HACA-box
RF01261	snR82	Gene;snRNA;snoRNA;HACA-box	Small nucleolar RNA snR82	snoRNA	HACA-box
RF01262	snR44	Gene;snRNA;snoRNA;HACA-box	Small nucleolar RNA snR44	snoRNA	HACA-box
RF01263	snR191	Gene;snRNA;snoRNA;HACA-box	Small nucleolar RNA snR191	snoRNA	HACA-box
RF01264	snR83	Gene;snRNA;snoRNA;HACA-box	Small nucleolar RNA snR83	snoRNA	HACA-box
RF01265	snR42	Gene;snRNA;snoRNA;HACA-box	Small nucleolar RNA snR42	snoRNA	HACA-box
RF01266	snR45	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA snR45	snoRNA	CD-box
RF01267	snR37	Gene;snRNA;snoRNA;HACA-box	Small nucleolar RNA snR37	snoRNA	HACA-box
RF01268	SCARNA2	Gene;snRNA;snoRNA;scaRNA	Small Cajal body-specific RNA 2	snoRNA	scaRNA
RF01269	snR80	Gene;snRNA;snoRNA;HACA-box	Small nucleolar RNA snR80	snoRNA	HACA-box
RF01270	snR84	Gene;snRNA;snoRNA;HACA-box	Small nucleolar RNA snR84	snoRNA	HACA-box
RF01271	snR30	Gene;snRNA;snoRNA;HACA-box	Small nucleolar RNA snR30	snoRNA	HACA-box
RF01272	snR86	Gene;snRNA;snoRNA;HACA-box	Small nucleolar RNA snR86	snoRNA	HACA-box
RF01273	sR34	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA sR34	snoRNA	CD-box
RF01274	sR45	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA sR45	snoRNA	CD-box
RF01275	sR22	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA sR22	snoRNA	CD-box
RF01276	sR53	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA sR53	snoRNA	CD-box
RF01277	snoU54	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA U54	snoRNA	CD-box
RF01278	SNORD109A	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA SNORD109A	snoRNA	CD-box
RF01279	snoR53Y	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA snoR53Y	snoRNA	CD-box
RF01280	snoR14	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA snoR14	snoRNA	CD-box
RF01281	snoR35	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA snoR35	snoRNA	CD-box
RF01283	snoU30	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA U30	snoRNA	CD-box
RF01284	snoR8a	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA snoR8a	snoRNA	CD-box
RF01285	snoU31b	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA U31b	snoRNA	CD-box
RF01286	snoR26	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA snoR26	snoRNA	CD-box
RF01287	snoR27	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA snoR27	snoRNA	CD-box
RF01288	snoR31	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA snoR31	snoRNA	CD-box
RF01289	snoR17	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA snoR17	snoRNA	CD-box
RF01290	SNORD10	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA SNORD10	snoRNA	CD-box
RF01291	SNORD97	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA SNORD97	snoRNA	CD-box
RF01292	snoR2	Gene;snRNA;snoRNA;HACA-box	Small nucleolar RNA snoR2/U65	snoRNA	HACA-box
RF01293	ACA59	Gene;snRNA;snoRNA;HACA-box	Small nucleolar RNA ACA59	snoRNA	HACA-box
RF01294	snoU89	Gene;snRNA;snoRNA;HACA-box	Small nucleolar RNA U89	snoRNA	HACA-box
RF01295	SCARNA7	Gene;snRNA;snoRNA;scaRNA	Small Cajal body-specific RNA 7	snoRNA	scaRNA
RF01296	snoU85	Gene;snRNA;snoRNA;HACA-box	Small nucleolar RNA U85	snoRNA	HACA-box
RF01297	sR40	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA sR40	snoRNA	CD-box
RF01298	snoU25	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA U25	snoRNA	CD-box
RF01299	SNORD2	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA SNORD2	snoRNA	CD-box
RF01300	snoU49	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA U49	snoRNA	CD-box
RF01301	snoR4a	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA snoR4a	snoRNA	CD-box
RF01302	snoU36a	Gene;snRNA;snoRNA;CD-box	SnoRNA U36a	snoRNA	CD-box
RF01303	sR49	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA sR49	snoRNA	CD-box
RF01304	sR5	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA sR5	snoRNA	CD-box
RF01305	sR51	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA sR51	snoRNA	CD-box
RF01306	sR52	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA sR52	snoRNA	CD-box
RF01307	sR55	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA sR55	snoRNA	CD-box
RF01308	sR58	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA sR58	snoRNA	CD-box
RF01309	sR60	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA sR60	snoRNA	CD-box
RF01310	sR7	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA sR7	snoRNA	CD-box
RF01312	sR9	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA sR9	snoRNA	CD-box
RF01420	snoR113	Gene;snRNA;snoRNA;CD-box	Small nucleolar RNA snoR113	snoRNA	CD-box
RF01421	snoR114	Gene;snRNA;snoRNA;CD-box	small nucleolar RNA snoR114	snoRNA	CD-box
RF01422	snoR116	Gene;snRNA;snoRNA;CD-box	small nucleolar RNA snoR116	snoRNA	CD-box
RF01423	snoR117	Gene;snRNA;snoRNA;CD-box	small nucleolar RNA snoR117	snoRNA	CD-box
RF01424	snoR118	Gene;snRNA;snoRNA;CD-box	small nucleolar RNA snoR118	snoRNA	CD-box
RF01425	snoR121	Gene;snRNA;snoRNA;CD-box	small nucleolar RNA snoR121	snoRNA	CD-box
RF01426	snoR126	Gene;snRNA;snoRNA;CD-box	small nucleolar RNA snoR126	snoRNA	CD-box
RF01427	snoR127	Gene;snRNA;snoRNA;CD-box	small nucleolar RNA snoR127	snoRNA	CD-box
RF01428	snoR128	Gene;snRNA;snoRNA;CD-box	small nucleolar RNA snoR128	snoRNA	CD-box
RF01429	snoR130	Gene;snRNA;snoRNA;CD-box	small nucleolar RNA snoR130	snoRNA	CD-box
RF01430	snoR134	Gene;snRNA;snoRNA;HACA-box	small nucleolar RNA snoR134	snoRNA	HACA-box
RF01431	snoR135	Gene;snRNA;snoRNA;HACA-box	small nucleolar RNA snoR135	snoRNA	HACA-box
RF01432	snoR143	Gene;snRNA;snoRNA;HACA-box	small nucleolar RNA snoR143	snoRNA	HACA-box
RF01433	snoR137	Gene;snRNA;snoRNA;HACA-box	small nucleolar RNA snoR137	snoRNA	HACA-box
RF01434	S_pombe_snR3	Gene;snRNA;snoRNA;HACA-box	small nucleolar RNA snR3	snoRNA	HACA-box
RF01435	S_pombe_snR5	Gene;snRNA;snoRNA;HACA-box	small nucleolar RNA snR5	snoRNA	HACA-box
RF01436	S_pombe_snR33	Gene;snRNA;snoRNA;HACA-box	small nucleolar RNA snR33	snoRNA	HACA-box
RF01437	S_pombe_snR10	Gene;snRNA;snoRNA;HACA-box	small nucleolar RNA snR10	snoRNA	HACA-box
RF01438	S_pombe_snR35	Gene;snRNA;snoRNA;HACA-box	small nucleolar RNA snR35	snoRNA	HACA-box
RF01439	S_pombe_snR36	Gene;snRNA;snoRNA;HACA-box	small nucleolar RNA snR36	snoRNA	HACA-box
RF01440	S_pombe_snR42	Gene;snRNA;snoRNA;HACA-box	small nucleolar RNA snR42	snoRNA	HACA-box
RF01441	S_pombe_snR46	Gene;snRNA;snoRNA;HACA-box	small nulceolar RNA snR46	snoRNA	HACA-box
RF01442	S_pombe_snR90	Gene;snRNA;snoRNA;HACA-box	small nucleolar RNA snR90	snoRNA	HACA-box
RF01443	S_pombe_snR91	Gene;snRNA;snoRNA;HACA-box	small nucleolar RNA snR91	snoRNA	HACA-box
RF01444	S_pombe_snR92	Gene;snRNA;snoRNA;HACA-box	small nucleolar RNA snR92	snoRNA	HACA-box
RF01445	S_pombe_snR94	Gene;snRNA;snoRNA;HACA-box	small nucleolar RNA snR94	snoRNA	HACA-box
RF01446	S_pombe_snR95	Gene;snRNA;snoRNA;HACA-box	small nucleolar RNA snR95	snoRNA	HACA-box
RF01447	S_pombe_snR98	Gene;snRNA;snoRNA;HACA-box	small nucleolar RNA snR98	snoRNA	HACA-box
RF01448	S_pombe_snR93	Gene;snRNA;snoRNA;HACA-box	small nucleolar RNA snR93	snoRNA	HACA-box
RF01449	S_pombe_snR100	Gene;snRNA;snoRNA;HACA-box	small nucleolar RNA snR100	snoRNA	HACA-box
RF01450	S_pombe_snR96	Gene;snRNA;snoRNA;HACA-box	small nucleolar RNA snR96	snoRNA	HACA-box
RF01451	S_pombe_snR97	Gene;snRNA;snoRNA;HACA-box	small nucleolar RNA snR97	snoRNA	HACA-box
RF01452	S_pombe_snR99	Gene;snRNA;snoRNA;HACA-box	small nucleolar RNA snR99	snoRNA	HACA-box
RF01498	Afu_190	Gene;snRNA;snoRNA;CD-box	A. fumigatus snoRNA Afu_190	snoRNA	CD-box
RF01499	Afu_191	Gene;snRNA;snoRNA;CD-box	A. fumigatus snoRNA Afu_191	snoRNA	CD-box
RF01500	Afu_198	Gene;snRNA;snoRNA;CD-box	A. fumigatus snoRNA Afu_198	snoRNA	CD-box
RF01501	Afu_199	Gene;snRNA;snoRNA;CD-box	A. fimigatus snoRNA Afu_199	snoRNA	CD-box
RF01505	Afu_264	Gene;snRNA;snoRNA;CD-box	A. fumigatus snoRNA Afu_264	snoRNA	CD-box
RF01506	Afu_294	Gene;snRNA;snoRNA;CD-box	A. fumigatus snoRNA Afu_294	snoRNA	CD-box
RF01507	Afu_298	Gene;snRNA;snoRNA;CD-box	A. fimigatus snoRNA Afu_298	snoRNA	CD-box
RF01509	Afu_300	Gene;snRNA;snoRNA;CD-box	A. fumigatus snoRNA Afu_300	snoRNA	CD-box
RF01511	Afu_304	Gene;snRNA;snoRNA;CD-box	A. fumigatus snoRNA Afu_304	snoRNA	CD-box
RF01513	Afu_335	Gene;snRNA;snoRNA;CD-box	A. fumigatus snoRNA Afu_335	snoRNA	CD-box
RF01514	Afu_513	Gene;snRNA;snoRNA;CD-box	A. fumigatus snoRNA Afu_513	snoRNA	CD-box
RF01515	Afu_514	Gene;snRNA;snoRNA;CD-box	A. fumigatus snoRNA Afu_514	snoRNA	CD-box
RF01516	v-snoRNA-1	Gene;snRNA;snoRNA;CD-box	Human herpesvirus 1 small nucleolar RNA	snoRNA	CD-box
RF01522	TB10Cs1H1	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB10Cs1H1	snoRNA	HACA-box
RF01523	TB10Cs1H2	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB10Cs1H2	snoRNA	HACA-box
RF01524	TB10Cs1H3	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB10cs1H3	snoRNA	HACA-box
RF01525	TB10Cs2H1	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB10Cs2H1	snoRNA	HACA-box
RF01526	ceN106	Gene;snRNA;snoRNA;CD-box	C. elegans snoRNA ceN106	snoRNA	CD-box
RF01531	TB10Cs3H1	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB10Cs3H1	snoRNA	HACA-box
RF01532	TB10Cs3H2	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB10Cs3H2	snoRNA	HACA-box
RF01533	TB10Cs4H3	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB10Cs4H3	snoRNA	HACA-box
RF01534	TB10Cs4H4	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB10Cs4H4	snoRNA	HACA-box
RF01535	TB10Cs5H2	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB10Cs5H2	snoRNA	HACA-box
RF01536	TB10Cs5H3	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB10Cs5H3	snoRNA	HACA-box
RF01537	TB11Cs2H1	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB11Cs2H1	snoRNA	HACA-box
RF01538	TB11Cs3H1	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB11Cs3H1	snoRNA	HACA-box
RF01539	TB11Cs4H1	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB11Cs4H1	snoRNA	HACA-box
RF01540	TB11Cs4H2	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB11Cs4H2	snoRNA	HACA-box
RF01541	TB11Cs4H3	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB11Cs4H3	snoRNA	HACA-box
RF01542	TB11Cs5H1	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB11Cs5H1	snoRNA	HACA-box
RF01543	TB11Cs5H2	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB11Cs5H2	snoRNA	HACA-box
RF01544	TB11Cs5H3	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB11Cs5H3	snoRNA	HACA-box
RF01545	TB3Cs2H1	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB3Cs2H1	snoRNA	HACA-box
RF01546	TB6Cs1H1	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB6Cs1H1	snoRNA	HACA-box
RF01547	TB6Cs1H3	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB6Cs1H3	snoRNA	HACA-box
RF01548	TB6Cs1H4	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB6Cs1H4	snoRNA	HACA-box
RF01549	TB8Cs2H1	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB8Cs2H1	snoRNA	HACA-box
RF01550	TB8Cs3H1	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB8Cs3H1	snoRNA	HACA-box
RF01551	TB8Cs4H2	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB8Cs4H2	snoRNA	HACA-box
RF01552	TB9Cs1H2	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB9Cs1H2	snoRNA	HACA-box
RF01553	TB9Cs1H3	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB9Cs1H3	snoRNA	HACA-box
RF01554	TB9Cs2H1	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB9Cs2H1	snoRNA	HACA-box
RF01555	TB9Cs3H1	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB9Cs3H1	snoRNA	HACA-box
RF01556	TB9Cs3H2	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB9Cs3H2	snoRNA	HACA-box
RF01557	TB9Cs4H1	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB9Cs4H1	snoRNA	HACA-box
RF01558	TB9Cs4H2	Gene;snRNA;snoRNA;HACA-box	Trypanosomatid snoRNA TB9Cs4H2	snoRNA	HACA-box
RF01559	DdR1	Gene;snRNA;snoRNA;CD-box	Dictyostelium snoRNA DdR1	snoRNA	CD-box
RF01560	DdR10	Gene;snRNA;snoRNA;CD-box	Dictyostelium snoRNA DdR10	snoRNA	CD-box
RF01561	DdR11	Gene;snRNA;snoRNA;CD-box	Dictyostelium snoRNA DdR11	snoRNA	CD-box
RF01562	DdR12	Gene;snRNA;snoRNA;CD-box	D. discoideum snoRNA DdR12	snoRNA	CD-box
RF01563	DdR13	Gene;snRNA;snoRNA;CD-box	Dictyostelium snoRNA DdR13	snoRNA	CD-box
RF01564	DdR14	Gene;snRNA;snoRNA;CD-box	D. discoideum snoRNA DdR14	snoRNA	CD-box
RF01565	DdR15	Gene;snRNA;snoRNA;CD-box	Dictyostelium snoRNA DdR15	snoRNA	CD-box
RF01566	DdR16	Gene;snRNA;snoRNA;CD-box	Dictyostelium snoRNA DdR16	snoRNA	CD-box
RF01567	DdR17	Gene;snRNA;snoRNA;CD-box	D. discoideum snoRNA DdR17	snoRNA	CD-box
RF01568	DdR18	Gene;snRNA;snoRNA;HACA-box	Dictyostelium snoRNA DdR18	snoRNA	HACA-box
RF01569	DdR2	Gene;snRNA;snoRNA;CD-box	Dictyostelium snoRNA DdR2	snoRNA	CD-box
RF01570	Dictyostelium_SRP	Gene;snRNA	Dictyostelium signal recognition particle	snRNA	Unknown
RF01572	DdR4	Gene;snRNA;snoRNA;CD-box	Dictyostelium snoRNA DdR4	snoRNA	CD-box
RF01573	DdR5	Gene;snRNA;snoRNA;CD-box	Dictyostelium snoRNA DdR5	snoRNA	CD-box
RF01574	DdR6	Gene;snRNA;snoRNA;CD-box	Dictyostelium snoRNA DdR6	snoRNA	CD-box
RF01575	DdR7	Gene;snRNA;snoRNA;CD-box	Dictyostelium snoRNA Dd7	snoRNA	CD-box
RF01576	DdR8	Gene;snRNA;snoRNA;CD-box	D. discoideum snoRNA DdR8	snoRNA	CD-box
RF01583	snoR01	Gene;snRNA;snoRNA;CD-box	small nucleolar RNA snoR01	snoRNA	CD-box
RF01584	snoR03	Gene;snRNA;snoRNA;HACA-box	small nucleolar RNA snoR03	snoRNA	HACA-box
RF01585	snoR07	Gene;snRNA;snoRNA;CD-box	small nucleolar RNA snoR07	snoRNA	CD-box
RF01586	snoR09	Gene;snRNA;snoRNA;CD-box	small nucleolar RNA snoR09	snoRNA	CD-box
RF01587	snoR10	Gene;snRNA;snoRNA;CD-box	small nucleolar RNA snoR10	snoRNA	CD-box
RF01588	snoR13	Gene;snRNA;snoRNA;CD-box	small nucleolar RNA snoR13	snoRNA	CD-box
RF01589	plasmodium_snoR11	Gene;snRNA;snoRNA;HACA-box	small nucleolar RNA snoR11	snoRNA	HACA-box
RF01590	plasmodium_snoR14	Gene;snRNA;snoRNA;CD-box	small nucleolar RNA snoR14	snoRNA	CD-box
RF01591	snoR15	Gene;snRNA;snoRNA;CD-box	small nucleolar RNA snoR15	snoRNA	CD-box
RF01592	plasmodium_snoR17	Gene;snRNA;snoRNA;CD-box	small nucleolar RNA snoR17	snoRNA	CD-box
RF01593	plasmodium_snoR16	Gene;snRNA;snoRNA;CD-box	small nucleolar RNA snoR16	snoRNA	CD-box
RF01594	snoR18	Gene;snRNA;snoRNA;CD-box	small nucleolar RNA snoR18	snoRNA	CD-box
RF01595	snoR19	Gene;snRNA;snoRNA;CD-box	small nucleolar RNA snoR19	snoRNA	CD-box
RF01596	plasmodium_snoR20	Gene;snRNA;snoRNA;CD-box	small nucleolar RNA snoR20	snoRNA	CD-box
RF01597	snoR22	Gene;snRNA;snoRNA;CD-box	small nucleolar RNA snoR22	snoRNA	CD-box
RF01598	snoR23	Gene;snRNA;snoRNA;CD-box	small nucleolar RNA snoR23	snoRNA	CD-box
RF01599	plasmodium_snoR24	Gene;snRNA;snoRNA;CD-box	small nucleolar RNA snoR24	snoRNA	CD-box
RF01600	snoR25	Gene;snRNA;snoRNA;CD-box	small nucleolar RNA snoR25	snoRNA	CD-box
RF01601	plasmodium_snoR26	Gene;snRNA;snoRNA;CD-box	small nucleolar RNA snoR26	snoRNA	CD-box
RF01602	plasmodium_snoR27	Gene;snRNA;snoRNA;HACA-box	small nucleolar RNA snoR27	snoRNA	HACA-box
RF01603	snoR29	Gene;snRNA;snoRNA;CD-box	small nucleolar RNA snoR29	snoRNA	CD-box
RF01604	plasmodium_snoR28	Gene;snRNA;snoRNA;CD-box	small nucleolar RNA snoR28	snoRNA	CD-box
RF01605	plasmodium_snoR30	Gene;snRNA;snoRNA;CD-box	small nucleolar RNA snoR30	snoRNA	CD-box
RF01606	plasmodium_snoR31	Gene;snRNA;snoRNA;HACA-box	small nucleolar RNA snoR31	snoRNA	HACA-box
RF01607	ceN100	Gene;snRNA;snoRNA;HACA-box	C. elegans snoRNA ceN100	snoRNA	HACA-box
RF01608	ceN102	Gene;snRNA;snoRNA;HACA-box	Caenorhabditis snoRNA ceN80	snoRNA	HACA-box
RF01609	ceN103	Gene;snRNA;snoRNA;CD-box	Caenorhabditis snoRNA ceN103	snoRNA	CD-box
RF01610	ceN104	Gene;snRNA;snoRNA;HACA-box	Caenorhabditis snoRNA ceN104	snoRNA	HACA-box
RF01611	ceN108	Gene;snRNA;snoRNA;CD-box	Caenorhabditis snoRNA ceN108	snoRNA	CD-box
RF01612	ceN105	Gene;snRNA;snoRNA;HACA-box	Nematode snoRNA ceN105	snoRNA	HACA-box
RF01613	ceN109	Gene;snRNA;snoRNA;CD-box	Nematode snoRNA ceN109	snoRNA	CD-box
RF01614	ceN110	Gene;snRNA;snoRNA;HACA-box	Caenorhabditis snoRNA ceN110	snoRNA	HACA-box
RF01615	ceN111	Gene;snRNA;snoRNA;CD-box	Nematode snoRNA ceN111	snoRNA	CD-box
RF01617	ceN113	Gene;snRNA;snoRNA;CD-box	Caenorhabditis snoRNA ceN113	snoRNA	CD-box
RF01618	ceN114	Gene;snRNA;snoRNA;CD-box	Nematode snoRNA ceN114	snoRNA	CD-box
RF01620	ceN125	Gene;snRNA;snoRNA;HACA-box	Nematode snoRNA ceN125	snoRNA	HACA-box
RF01621	ceN126	Gene;snRNA;snoRNA;HACA-box	Caenorhabditis snoRNA ceN126	snoRNA	HACA-box
RF01622	ceN22	Gene;snRNA;snoRNA;CD-box	Nematode snoRNA ceN22	snoRNA	CD-box
RF01624	ceN27	Gene;snRNA;snoRNA;CD-box	Nematode snoRNA ceN27	snoRNA	CD-box
RF01625	ceN28	Gene;snRNA;snoRNA;CD-box	Caenorhabditis snoRNA ceN28	snoRNA	CD-box
RF01626	ceN30	Gene;snRNA;snoRNA;CD-box	Caenorhabditis snoRNA ceN30	snoRNA	CD-box
RF01627	ceN36-1	Gene;snRNA;snoRNA;HACA-box	Nematode snoRNA ceN36-1	snoRNA	HACA-box
RF01628	ceN38	Gene;snRNA;snoRNA;HACA-box	Caenorhabditis snoRNA ceN38	snoRNA	HACA-box
RF01629	ceN39	Gene;snRNA;snoRNA;HACA-box	Nematode snoRNA ceN39	snoRNA	HACA-box
RF01630	ceN40	Gene;snRNA;snoRNA;CD-box	Nematode snoRNA ceN40	snoRNA	CD-box
RF01631	ceN41	Gene;snRNA;snoRNA;HACA-box	Caenorhabditis snoRNA ceN41	snoRNA	HACA-box
RF01632	ceN42	Gene;snRNA;snoRNA;HACA-box	Caenorhabditis snoRNA ceN42	snoRNA	HACA-box
RF01633	ceN43	Gene;snRNA;snoRNA;HACA-box	Caenorhabditis snoRNA ceN43	snoRNA	HACA-box
RF01634	ceN44	Gene;snRNA;snoRNA;CD-box	Caenorhabditis snoRNA ceN44	snoRNA	CD-box
RF01635	ceN45	Gene;snRNA;snoRNA;HACA-box	Caenorhabditis snoRNA ceN45	snoRNA	HACA-box
RF01636	ceN46	Gene;snRNA;snoRNA;HACA-box	Caenorhabditis snoRNA ceN46	snoRNA	HACA-box
RF01637	ceN47	Gene;snRNA;snoRNA;CD-box	Nematode snoRNA ceN47	snoRNA	CD-box
RF01638	ceN48	Gene;snRNA;snoRNA;HACA-box	Caenorhabditis snoRNA ceN48	snoRNA	HACA-box
RF01639	ceN49	Gene;snRNA;snoRNA;HACA-box	Caenorhabditis snoRNA ceN49	snoRNA	HACA-box
RF01640	ceN51	Gene;snRNA;snoRNA;HACA-box	Caenorhabditis snoRNA ceN51	snoRNA	HACA-box
RF01641	ceN53	Gene;snRNA;snoRNA;CD-box	Caenorhabditis snoRNA ceN53	snoRNA	CD-box
RF01642	ceN54	Gene;snRNA;snoRNA;CD-box	Caenorhabditis snoRNA ceN54	snoRNA	CD-box
RF01644	ceN59	Gene;snRNA;snoRNA;HACA-box	Caenorhabditis snoRNA ceN59	snoRNA	HACA-box
RF01645	ceN58	Gene;snRNA;snoRNA;HACA-box	Nematode snoRNA ceN58	snoRNA	HACA-box
RF01646	ceN63	Gene;snRNA;snoRNA;CD-box	Caenorhabditis snoRNA ceN63	snoRNA	CD-box
RF01647	ceN61	Gene;snRNA;snoRNA;CD-box	Caenorhabditis snoRNA ceN61	snoRNA	CD-box
RF01648	ceN65	Gene;snRNA;snoRNA;CD-box	Caenorhabditis snoRNA ceN65	snoRNA	CD-box
RF01649	ceN67	Gene;snRNA;snoRNA;HACA-box	Caenorhabditis snoRNA ceN67	snoRNA	HACA-box
RF01650	ceN68	Gene;snRNA;snoRNA;HACA-box	Caenorhabditis snoRNA ceN48	snoRNA	HACA-box
RF01651	ceN69	Gene;snRNA;snoRNA;CD-box	Caenorhabditis snoRNA ceN69	snoRNA	CD-box
RF01652	ceN70	Gene;snRNA;snoRNA;CD-box	Caenorhabditis snoRNA ceN70	snoRNA	CD-box
RF01653	ceN80	Gene;snRNA;snoRNA;HACA-box	Caenorhabditis snoRNA ceN80	snoRNA	HACA-box
RF01654	ceN82	Gene;snRNA;snoRNA;HACA-box	Caenorhabditis snoRNA ceN82	snoRNA	HACA-box
RF01655	ceN84	Gene;snRNA;snoRNA;HACA-box	Caenorhabditis snoRNA ceN84	snoRNA	HACA-box
RF01658	ceN81	Gene;snRNA;snoRNA;HACA-box	Caenorhabditis snoRNA ceN81	snoRNA	HACA-box
RF01659	ceN86	Gene;snRNA;snoRNA;CD-box	Caenorhabditis snoRNA ceN86	snoRNA	CD-box
RF01660	ceN88	Gene;snRNA;snoRNA;HACA-box	Nematode snoRNA ceN88	snoRNA	HACA-box
RF01661	ceN92	Gene;snRNA;snoRNA;HACA-box	Caenorhabditis snoRNA ceN92	snoRNA	HACA-box
